Country,City,Area,Bedrooms,Bathrooms,Price
Saudi Arabia,Riyadh,98,2,3,341527.93
Saudi Arabia,Riyadh,134,4,4,402346.31
Saudi Arabia,Riyadh,154,2,3,493244.59
Saudi Arabia,Riyadh,234,3,1,802474.53
Saudi Arabia,Riyadh,252,2,4,265483.93
Saudi Arabia,Riyadh,255,1,1,1877416.94
Saudi Arabia,Riyadh,100,4,2,124742.44
Saudi Arabia,Riyadh,220,4,4,627350.23
Saudi Arabia,Riyadh,284,1,4,2106203.1
Saudi Arabia,Riyadh,234,3,4,2456250.34
Saudi Arabia,Riyadh,120,1,3,1332147.94
Saudi Arabia,Riyadh,133,4,2,183411.25
Saudi Arabia,Riyadh,266,3,2,1014947.45
Saudi Arabia,Riyadh,249,4,3,851189.66
Saudi Arabia,Riyadh,222,1,1,2625712.58
Saudi Arabia,Riyadh,89,3,4,891750.92
Saudi Arabia,Riyadh,104,4,1,221330.63
Saudi Arabia,Riyadh,92,4,1,126687.88
Saudi Arabia,Riyadh,118,4,4,416049.55
Saudi Arabia,Riyadh,255,3,3,2393810.94
Saudi Arabia,Riyadh,118,3,1,235645.81
Saudi Arabia,Riyadh,113,1,3,1030925.74
Saudi Arabia,Riyadh,269,2,1,849433.41
Saudi Arabia,Riyadh,124,3,1,129436.53
Saudi Arabia,Riyadh,169,2,4,249117.69
Saudi Arabia,Riyadh,161,2,3,708621.33
Saudi Arabia,Riyadh,92,4,3,374597.89
Saudi Arabia,Riyadh,115,3,2,132962.69
Saudi Arabia,Riyadh,130,3,1,214259.4
Saudi Arabia,Riyadh,185,2,2,1582300.08
Saudi Arabia,Riyadh,268,1,1,652916.7
Saudi Arabia,Riyadh,280,3,2,2351432.13
Saudi Arabia,Riyadh,89,4,4,90121.36
Saudi Arabia,Riyadh,239,3,4,477648.4
Saudi Arabia,Riyadh,172,3,3,601760.3
Saudi Arabia,Riyadh,124,4,3,448855.74
Saudi Arabia,Riyadh,183,4,3,676482.56
Saudi Arabia,Riyadh,136,2,1,170234.15
Saudi Arabia,Riyadh,266,2,1,2115121.15
Saudi Arabia,Riyadh,90,3,4,1032482.27
Saudi Arabia,Riyadh,120,4,1,592677.31
Saudi Arabia,Riyadh,187,3,3,2138183.28
Saudi Arabia,Riyadh,130,4,2,363244.29
Saudi Arabia,Riyadh,175,4,3,577739.18
Saudi Arabia,Riyadh,111,4,3,126239.79
Saudi Arabia,Riyadh,253,1,4,536639.61
Saudi Arabia,Riyadh,178,3,1,1314508.57
Saudi Arabia,Riyadh,160,2,4,599205.45
Saudi Arabia,Riyadh,94,2,2,1072428.76
Saudi Arabia,Riyadh,135,4,4,381973.32
Saudi Arabia,Riyadh,128,2,2,1422904.15
Saudi Arabia,Riyadh,130,3,4,545452.38
Saudi Arabia,Riyadh,156,1,2,297410.31
Saudi Arabia,Riyadh,221,1,3,229852.82
Saudi Arabia,Riyadh,168,4,4,202979.57
Saudi Arabia,Riyadh,175,3,2,795353.31
Saudi Arabia,Riyadh,132,3,3,148671.75
Saudi Arabia,Riyadh,90,1,1,109105.47
Saudi Arabia,Riyadh,94,4,1,294081.99
Saudi Arabia,Riyadh,224,2,2,290279.9
Saudi Arabia,Riyadh,201,3,1,636195.26
Saudi Arabia,Riyadh,152,4,1,163164.35
Saudi Arabia,Riyadh,89,4,1,120923.38
Saudi Arabia,Riyadh,189,2,4,1992443.85
Saudi Arabia,Riyadh,163,2,2,504380.84
Saudi Arabia,Riyadh,215,2,4,458445.04
Saudi Arabia,Riyadh,186,3,4,1625614.16
Saudi Arabia,Riyadh,111,3,3,521463
Saudi Arabia,Riyadh,208,4,2,840900.09
Saudi Arabia,Riyadh,97,3,1,698936.81
Saudi Arabia,Riyadh,185,1,1,815541.5
Saudi Arabia,Riyadh,170,2,4,755082.18
Saudi Arabia,Riyadh,212,1,2,853286.98
Saudi Arabia,Riyadh,276,3,3,662908.34
Saudi Arabia,Riyadh,134,1,4,1597665.32
Saudi Arabia,Riyadh,174,1,4,724044.04
Saudi Arabia,Riyadh,135,1,2,198513.68
Saudi Arabia,Riyadh,236,2,1,309182.43
Saudi Arabia,Riyadh,252,3,4,2482223.33
Saudi Arabia,Riyadh,168,4,4,381760.96
Saudi Arabia,Riyadh,209,1,4,379626.22
Saudi Arabia,Riyadh,164,3,2,421519.01
Saudi Arabia,Riyadh,112,3,2,148464.59
Saudi Arabia,Riyadh,90,4,3,829160.64
Saudi Arabia,Riyadh,256,2,1,370416.75
Saudi Arabia,Riyadh,127,2,1,245292
Saudi Arabia,Riyadh,121,2,3,533996.37
Saudi Arabia,Riyadh,188,2,2,215038.01
Saudi Arabia,Riyadh,106,2,2,132013.62
Saudi Arabia,Riyadh,103,3,4,94089.57
Saudi Arabia,Riyadh,199,3,3,365349.24
Saudi Arabia,Riyadh,226,4,2,431503.47
Saudi Arabia,Riyadh,130,3,4,517106.65
Saudi Arabia,Riyadh,182,3,3,229705.43
Saudi Arabia,Riyadh,219,2,3,286871.03
Saudi Arabia,Riyadh,215,4,4,835734.34
Saudi Arabia,Riyadh,275,2,4,846133.02
Saudi Arabia,Riyadh,276,4,1,550694.56
Saudi Arabia,Riyadh,91,1,2,172646.42
Saudi Arabia,Riyadh,124,3,4,160222.04
Saudi Arabia,Riyadh,172,4,2,1713112.04
Saudi Arabia,Riyadh,105,3,3,141696.66
Saudi Arabia,Riyadh,172,4,2,234065.93
Saudi Arabia,Riyadh,119,4,4,327770.23
Saudi Arabia,Riyadh,159,2,4,692625.45
Saudi Arabia,Riyadh,262,4,1,282106.52
Saudi Arabia,Riyadh,226,1,1,214751.16
Saudi Arabia,Riyadh,132,2,4,504918.43
Saudi Arabia,Riyadh,90,1,3,105750.23
Saudi Arabia,Riyadh,141,3,4,281378.8
Saudi Arabia,Riyadh,129,4,1,959362.6
Saudi Arabia,Riyadh,210,2,2,714188.1
Saudi Arabia,Riyadh,156,2,3,496188.68
Saudi Arabia,Riyadh,194,4,4,742479.77
Saudi Arabia,Riyadh,241,4,2,400382.23
Saudi Arabia,Riyadh,128,3,1,1037363.12
Saudi Arabia,Riyadh,255,2,4,327274.28
Saudi Arabia,Riyadh,206,4,2,1858250.99
Saudi Arabia,Riyadh,273,2,3,536211.31
Saudi Arabia,Riyadh,173,1,2,771426.39
Saudi Arabia,Riyadh,199,2,3,1921532.34
Saudi Arabia,Riyadh,153,2,3,211263.96
Saudi Arabia,Riyadh,248,4,2,281454.41
Saudi Arabia,Riyadh,99,1,3,101547.67
Saudi Arabia,Riyadh,148,3,3,328316.63
Saudi Arabia,Riyadh,256,4,1,1939694.45
Saudi Arabia,Riyadh,163,4,4,1799724.99
Saudi Arabia,Riyadh,131,1,4,150639.15
Saudi Arabia,Riyadh,254,1,1,589163.26
Saudi Arabia,Riyadh,253,1,4,482302.26
Saudi Arabia,Riyadh,229,4,2,251010.79
Saudi Arabia,Riyadh,152,4,1,205101.46
Saudi Arabia,Riyadh,118,3,1,928870.52
Saudi Arabia,Riyadh,267,4,1,990792.61
Saudi Arabia,Riyadh,116,2,1,165736.61
Saudi Arabia,Riyadh,244,4,4,246545.84
Saudi Arabia,Riyadh,255,4,1,303899.79
Saudi Arabia,Riyadh,118,3,3,153454.4
Saudi Arabia,Riyadh,193,2,1,1593036.21
Saudi Arabia,Riyadh,186,2,2,183587.04
Saudi Arabia,Riyadh,229,4,1,411809.71
Saudi Arabia,Riyadh,258,4,3,737325.69
Saudi Arabia,Riyadh,200,1,3,590416.43
Saudi Arabia,Riyadh,272,3,3,2715906.48
Saudi Arabia,Riyadh,151,3,3,491265.21
Saudi Arabia,Riyadh,105,3,3,149774.68
Saudi Arabia,Riyadh,264,2,3,977785.03
Saudi Arabia,Riyadh,197,1,1,1563679.29
Saudi Arabia,Riyadh,142,4,4,513930.34
Saudi Arabia,Riyadh,163,1,2,217347.09
Saudi Arabia,Riyadh,257,4,3,382829.22
Saudi Arabia,Riyadh,199,1,2,417737.59
Saudi Arabia,Riyadh,110,4,3,414713.52
Saudi Arabia,Riyadh,213,2,4,189536.94
Saudi Arabia,Riyadh,174,1,4,195950.31
Saudi Arabia,Riyadh,123,3,4,180401.48
Saudi Arabia,Riyadh,90,1,3,105014.21
Saudi Arabia,Riyadh,262,1,1,2982000.67
Saudi Arabia,Riyadh,178,4,3,879006.59
Saudi Arabia,Riyadh,173,4,1,1328130.1
Saudi Arabia,Riyadh,100,2,2,100877.03
Saudi Arabia,Riyadh,249,4,3,2326644.92
Saudi Arabia,Riyadh,140,1,2,512179.85
Saudi Arabia,Riyadh,163,4,4,285186.64
Saudi Arabia,Riyadh,237,4,1,702561.97
Saudi Arabia,Riyadh,153,4,4,196543.21
Saudi Arabia,Riyadh,107,3,4,497588.07
Saudi Arabia,Riyadh,150,4,2,1201694.83
Saudi Arabia,Riyadh,147,2,4,275786.14
Saudi Arabia,Riyadh,216,1,1,1924638.43
Saudi Arabia,Riyadh,165,2,1,1409506.66
Saudi Arabia,Riyadh,145,3,1,529155.29
Saudi Arabia,Riyadh,272,3,1,979935.83
Saudi Arabia,Riyadh,242,1,2,1030531.69
Saudi Arabia,Riyadh,132,3,2,195301.18
Saudi Arabia,Riyadh,237,4,3,298294.78
Saudi Arabia,Riyadh,278,4,4,267266.17
Saudi Arabia,Riyadh,159,3,1,587195.68
Saudi Arabia,Riyadh,116,1,2,533838.41
Saudi Arabia,Riyadh,99,4,1,242487.71
Saudi Arabia,Riyadh,284,4,4,1284307.05
Saudi Arabia,Riyadh,154,3,3,212583.18
Saudi Arabia,Riyadh,248,1,1,368176.39
Saudi Arabia,Riyadh,242,3,3,273410.49
Saudi Arabia,Riyadh,195,4,3,168754.56
Saudi Arabia,Riyadh,278,3,1,966214.91
Saudi Arabia,Riyadh,95,4,3,122238.36
Saudi Arabia,Riyadh,241,2,3,339984.55
Saudi Arabia,Riyadh,219,3,1,303467.53
Saudi Arabia,Riyadh,205,2,2,668495
Saudi Arabia,Riyadh,136,3,4,392738.31
Saudi Arabia,Riyadh,142,4,4,686523.97
Saudi Arabia,Riyadh,104,4,1,185604.04
Saudi Arabia,Riyadh,151,3,2,1408052.87
Saudi Arabia,Riyadh,89,2,3,822392.92
Saudi Arabia,Riyadh,164,2,1,651739.72
Saudi Arabia,Riyadh,211,3,1,820209.08
Saudi Arabia,Riyadh,191,4,1,228168.69
Saudi Arabia,Riyadh,98,2,1,471106.77
Saudi Arabia,Riyadh,217,2,3,757442.79
Saudi Arabia,Riyadh,188,2,2,2006511.91
Saudi Arabia,Riyadh,257,1,1,2957827.01
Saudi Arabia,Riyadh,98,3,4,389406.31
Saudi Arabia,Riyadh,112,4,2,93828.18
Saudi Arabia,Riyadh,99,4,2,99446.63
Saudi Arabia,Riyadh,172,4,4,342200.71
Saudi Arabia,Riyadh,242,4,4,659815.77
Saudi Arabia,Riyadh,281,3,4,975401.27
Saudi Arabia,Riyadh,109,3,3,356061.98
Saudi Arabia,Riyadh,134,3,2,516870.04
Saudi Arabia,Riyadh,207,2,3,268131.62
Saudi Arabia,Riyadh,121,2,3,491389.33
Saudi Arabia,Riyadh,130,4,2,265603.5
Saudi Arabia,Riyadh,248,4,3,544982.37
Saudi Arabia,Riyadh,126,4,1,137228.34
Saudi Arabia,Riyadh,158,1,4,306830.64
Saudi Arabia,Riyadh,233,3,4,1851560.77
Saudi Arabia,Riyadh,282,4,4,313806.72
Saudi Arabia,Riyadh,270,4,3,2507787.2
Saudi Arabia,Riyadh,197,1,4,670202.4
Saudi Arabia,Riyadh,181,4,3,1593739.76
Saudi Arabia,Riyadh,101,3,1,198421.34
Saudi Arabia,Riyadh,245,2,4,448740.62
Saudi Arabia,Riyadh,162,3,3,1342411.18
Saudi Arabia,Riyadh,254,3,4,488153.37
Saudi Arabia,Riyadh,97,1,2,111143.78
Saudi Arabia,Riyadh,240,1,1,316236.31
Saudi Arabia,Riyadh,246,2,4,2905871.59
Saudi Arabia,Riyadh,182,1,4,264992.27
Saudi Arabia,Riyadh,278,3,2,809584.47
Saudi Arabia,Riyadh,271,2,4,1035860.71
Saudi Arabia,Riyadh,91,3,1,294325.21
Saudi Arabia,Riyadh,143,3,2,1309862.97
Saudi Arabia,Riyadh,125,4,1,139078.22
Saudi Arabia,Riyadh,217,2,3,855847.33
Saudi Arabia,Riyadh,104,1,3,921747.4
Saudi Arabia,Riyadh,150,2,1,351371.36
Saudi Arabia,Riyadh,183,1,4,309297.82
Saudi Arabia,Riyadh,111,3,1,116278.59
Saudi Arabia,Riyadh,132,2,1,113071.52
Saudi Arabia,Riyadh,118,2,3,175626.16
Saudi Arabia,Riyadh,246,1,2,263299.8
Saudi Arabia,Riyadh,251,4,4,696381.32
Saudi Arabia,Riyadh,152,1,1,595507.34
Saudi Arabia,Riyadh,111,2,3,139568.76
Saudi Arabia,Riyadh,277,3,2,390094.24
Saudi Arabia,Riyadh,251,3,3,1837312.49
Saudi Arabia,Riyadh,148,2,2,511334.74
Saudi Arabia,Riyadh,237,1,4,231498.41
Saudi Arabia,Riyadh,132,3,4,145752.86
Saudi Arabia,Riyadh,234,1,3,2458701.67
Saudi Arabia,Riyadh,229,1,1,274388.51
Saudi Arabia,Riyadh,231,3,4,421717.18
Saudi Arabia,Riyadh,252,2,3,484135.85
Saudi Arabia,Riyadh,222,1,4,719967.56
Saudi Arabia,Riyadh,283,1,2,427181.22
Saudi Arabia,Riyadh,212,2,3,1667168.09
Saudi Arabia,Riyadh,151,4,2,489253.68
Saudi Arabia,Riyadh,139,4,3,635531.36
Saudi Arabia,Riyadh,242,3,1,2898765.5
Saudi Arabia,Riyadh,149,1,2,1139559.43
Saudi Arabia,Riyadh,231,1,4,922503.57
Saudi Arabia,Riyadh,116,3,2,138915.44
Saudi Arabia,Riyadh,122,1,2,112544.68
Saudi Arabia,Riyadh,248,4,3,890486.18
Saudi Arabia,Riyadh,102,1,3,928653.36
Saudi Arabia,Riyadh,262,3,3,2508146.6
Saudi Arabia,Riyadh,227,4,4,586879.07
Saudi Arabia,Riyadh,259,3,4,337672.88
Saudi Arabia,Riyadh,188,2,1,554626.69
Saudi Arabia,Riyadh,262,1,4,714805.41
Saudi Arabia,Riyadh,119,4,4,1167595.06
Saudi Arabia,Riyadh,278,3,1,1018567.52
Saudi Arabia,Riyadh,208,2,1,351608.35
Saudi Arabia,Riyadh,108,4,3,891920.16
Saudi Arabia,Riyadh,157,1,3,1324901.11
Saudi Arabia,Riyadh,270,1,3,1963618.78
Saudi Arabia,Riyadh,121,4,1,134262.59
Saudi Arabia,Riyadh,193,3,1,830062.09
Saudi Arabia,Riyadh,100,4,2,422663.34
Saudi Arabia,Riyadh,175,2,1,737766.08
Saudi Arabia,Riyadh,157,4,1,151676.23
Saudi Arabia,Riyadh,263,2,1,885731.89
Saudi Arabia,Riyadh,122,1,1,372360.21
Saudi Arabia,Riyadh,242,1,3,824630.62
Saudi Arabia,Riyadh,92,4,4,1085129.52
Saudi Arabia,Riyadh,275,2,3,273695.75
Saudi Arabia,Riyadh,246,4,3,271028.04
Saudi Arabia,Riyadh,112,1,2,149691.44
Saudi Arabia,Riyadh,240,1,2,392846.65
Saudi Arabia,Riyadh,281,4,2,1174675.64
Saudi Arabia,Riyadh,229,3,4,390187.9
Saudi Arabia,Riyadh,170,1,2,620263.67
Saudi Arabia,Riyadh,277,1,1,418862.64
Saudi Arabia,Riyadh,197,3,2,163821.57
Saudi Arabia,Riyadh,231,3,4,842679.24
Saudi Arabia,Riyadh,180,3,4,1528293.92
Saudi Arabia,Riyadh,255,4,1,279549.37
Saudi Arabia,Riyadh,92,4,2,680255.61
Saudi Arabia,Riyadh,89,3,1,340296.52
Saudi Arabia,Riyadh,219,3,1,894886.69
Saudi Arabia,Riyadh,249,1,1,2452756.03
Saudi Arabia,Riyadh,233,1,4,335063.77
Saudi Arabia,Riyadh,234,3,2,940454.12
Saudi Arabia,Riyadh,143,4,3,585462.78
Saudi Arabia,Riyadh,124,4,2,127329.99
Saudi Arabia,Riyadh,201,2,3,743863.65
Saudi Arabia,Riyadh,99,1,4,854229.11
Saudi Arabia,Riyadh,223,3,4,1572861.04
Saudi Arabia,Riyadh,265,4,3,1211737.7
Saudi Arabia,Riyadh,203,3,1,223801.67
Saudi Arabia,Riyadh,195,2,3,918898.58
Saudi Arabia,Riyadh,270,4,1,821319.95
Saudi Arabia,Riyadh,282,3,1,945177.01
Saudi Arabia,Riyadh,93,3,2,262154.54
Saudi Arabia,Riyadh,106,1,2,188137.89
Saudi Arabia,Riyadh,283,1,3,610827.24
Saudi Arabia,Riyadh,109,1,4,793014.88
Saudi Arabia,Riyadh,114,3,2,226203.81
Saudi Arabia,Riyadh,163,4,1,643384.48
Saudi Arabia,Riyadh,200,3,4,2072805.34
Saudi Arabia,Riyadh,236,2,3,348448.8
Saudi Arabia,Riyadh,187,3,1,677235.35
Saudi Arabia,Riyadh,121,2,2,264412.78
Saudi Arabia,Riyadh,272,2,3,679099.13
Saudi Arabia,Riyadh,116,3,3,812002.19
Saudi Arabia,Riyadh,209,1,4,708628.11
Saudi Arabia,Riyadh,163,4,2,536349.2
Saudi Arabia,Riyadh,172,1,3,184808.95
Saudi Arabia,Riyadh,109,4,1,123022.1
Saudi Arabia,Riyadh,117,4,4,139951.34
Saudi Arabia,Riyadh,93,3,1,428647.54
Saudi Arabia,Riyadh,164,3,1,802482.58
Saudi Arabia,Riyadh,162,1,3,1234419.49
Saudi Arabia,Riyadh,188,3,1,805842.71
Saudi Arabia,Riyadh,197,1,1,2199833.71
Saudi Arabia,Riyadh,257,3,1,982295.74
Saudi Arabia,Riyadh,223,2,4,1896984.76
Saudi Arabia,Riyadh,90,3,2,117987.58
Saudi Arabia,Riyadh,115,1,1,333144.22
Saudi Arabia,Riyadh,249,3,4,407476.58
Saudi Arabia,Riyadh,270,4,4,375495.17
Saudi Arabia,Riyadh,118,3,4,1370731.02
Saudi Arabia,Riyadh,154,3,3,172194.92
Saudi Arabia,Riyadh,284,2,2,813218.82
Saudi Arabia,Riyadh,101,2,1,102358.21
Saudi Arabia,Riyadh,160,2,1,287449.24
Saudi Arabia,Riyadh,138,4,3,518360.72
Saudi Arabia,Riyadh,202,3,4,2280417.66
Saudi Arabia,Riyadh,157,4,1,219990.95
Saudi Arabia,Riyadh,227,2,4,392688.61
Saudi Arabia,Riyadh,256,2,4,863925.07
Saudi Arabia,Riyadh,138,4,4,265444.31
Saudi Arabia,Riyadh,95,3,3,312481.64
Saudi Arabia,Riyadh,278,1,3,289716.14
Saudi Arabia,Riyadh,127,2,2,414150.8
Saudi Arabia,Riyadh,130,2,4,189357.92
Saudi Arabia,Riyadh,153,1,2,689596.38
Saudi Arabia,Riyadh,275,4,4,941747.38
Saudi Arabia,Riyadh,200,2,4,694361.9
Saudi Arabia,Riyadh,246,4,3,327966.09
Saudi Arabia,Riyadh,280,4,2,603496.21
Saudi Arabia,Riyadh,208,2,4,181286.09
Saudi Arabia,Riyadh,192,1,4,454832.72
Saudi Arabia,Riyadh,168,2,2,517567.42
Saudi Arabia,Riyadh,172,1,2,225561.51
Saudi Arabia,Riyadh,191,1,1,628965.35
Saudi Arabia,Riyadh,268,2,1,1120946.13
Saudi Arabia,Riyadh,188,3,4,205018.38
Saudi Arabia,Riyadh,123,3,1,293444.93
Saudi Arabia,Riyadh,277,4,2,262078.18
Saudi Arabia,Riyadh,202,1,2,188003.13
Saudi Arabia,Riyadh,95,2,2,716439.98
Saudi Arabia,Riyadh,128,4,2,246954.55
Saudi Arabia,Riyadh,136,1,3,200801.49
Saudi Arabia,Riyadh,246,1,2,451992.91
Saudi Arabia,Riyadh,91,4,2,213082.29
Saudi Arabia,Riyadh,141,4,3,267281.84
Saudi Arabia,Riyadh,180,1,3,173088.54
Saudi Arabia,Riyadh,277,3,1,2765379.73
Saudi Arabia,Riyadh,108,3,2,887188.09
Saudi Arabia,Riyadh,176,3,2,491952.19
Saudi Arabia,Riyadh,147,3,4,1653359.12
Saudi Arabia,Riyadh,218,3,3,1845430.92
Saudi Arabia,Riyadh,276,4,4,324804.78
Saudi Arabia,Riyadh,187,3,1,266581.9
Saudi Arabia,Riyadh,152,1,4,564878.29
Saudi Arabia,Riyadh,276,4,1,1030589.19
Saudi Arabia,Riyadh,206,2,4,254383.25
Saudi Arabia,Riyadh,270,4,2,887913.88
Saudi Arabia,Riyadh,273,2,1,287504.53
Saudi Arabia,Riyadh,223,3,2,237501.16
Saudi Arabia,Riyadh,109,1,2,1283059.83
Saudi Arabia,Riyadh,218,1,4,200494.41
Saudi Arabia,Riyadh,135,3,3,460727.49
Saudi Arabia,Riyadh,181,2,4,273316.16
Saudi Arabia,Riyadh,117,4,1,379885.58
Saudi Arabia,Riyadh,130,1,3,513683.74
Saudi Arabia,Riyadh,215,4,1,814682.24
Saudi Arabia,Riyadh,157,2,2,182081.62
Saudi Arabia,Riyadh,166,4,2,219883.31
Saudi Arabia,Riyadh,242,3,2,301728.66
Saudi Arabia,Riyadh,96,4,2,115720.42
Saudi Arabia,Riyadh,232,1,4,2744274.39
Saudi Arabia,Riyadh,147,3,4,391648.34
Saudi Arabia,Riyadh,127,2,2,556848.62
Saudi Arabia,Riyadh,179,2,4,160486.02
Saudi Arabia,Riyadh,110,3,2,118354.45
Saudi Arabia,Riyadh,165,1,4,824164.51
Saudi Arabia,Riyadh,125,1,2,1196788.84
Saudi Arabia,Riyadh,157,1,3,422105.38
Saudi Arabia,Riyadh,263,2,2,363958.66
Saudi Arabia,Riyadh,205,2,3,472274.33
Saudi Arabia,Riyadh,207,2,2,1687881.27
Saudi Arabia,Riyadh,156,3,2,226495.98
Saudi Arabia,Riyadh,229,1,3,1021700.35
Saudi Arabia,Riyadh,178,3,4,477425.03
Saudi Arabia,Riyadh,227,4,1,332437.07
Saudi Arabia,Riyadh,225,3,4,2066277.48
Saudi Arabia,Riyadh,171,4,2,590110.06
Saudi Arabia,Riyadh,274,2,4,1039606.9
Saudi Arabia,Riyadh,127,1,1,1217095.31
Saudi Arabia,Riyadh,256,2,1,307119.47
Saudi Arabia,Riyadh,116,4,1,255309.98
Saudi Arabia,Riyadh,214,2,1,329706.75
Saudi Arabia,Riyadh,149,2,1,689296.23
Saudi Arabia,Riyadh,144,1,1,576901.57
Saudi Arabia,Riyadh,154,1,1,621350.78
Saudi Arabia,Riyadh,116,1,1,394953.6
Saudi Arabia,Riyadh,101,3,1,93224.27
Saudi Arabia,Riyadh,112,4,3,92459.95
Saudi Arabia,Riyadh,224,4,3,273827.67
Saudi Arabia,Riyadh,194,3,2,261511.85
Saudi Arabia,Riyadh,275,2,2,760530.14
Saudi Arabia,Riyadh,189,3,2,165732.7
Saudi Arabia,Riyadh,270,2,2,592450.96
Saudi Arabia,Riyadh,112,3,4,239617.11
Saudi Arabia,Riyadh,130,1,3,475664.14
Saudi Arabia,Riyadh,150,1,4,730298.06
Saudi Arabia,Riyadh,133,3,2,482354.74
Saudi Arabia,Riyadh,260,4,3,387694.08
Saudi Arabia,Riyadh,268,1,2,398777.39
Saudi Arabia,Riyadh,166,1,4,699965.71
Saudi Arabia,Riyadh,215,1,4,380902.85
Saudi Arabia,Riyadh,99,1,3,1042023.53
Saudi Arabia,Riyadh,118,3,4,167224.82
Saudi Arabia,Riyadh,190,3,4,363457.13
Saudi Arabia,Riyadh,248,1,4,930866.64
Saudi Arabia,Riyadh,133,1,2,1498627.73
Saudi Arabia,Riyadh,201,4,4,204909.64
Saudi Arabia,Riyadh,243,3,4,542046.66
Saudi Arabia,Riyadh,197,3,3,213553
Saudi Arabia,Riyadh,160,2,1,628247.06
Saudi Arabia,Riyadh,112,3,3,332284.58
Saudi Arabia,Riyadh,261,1,4,865538.02
Saudi Arabia,Riyadh,148,1,1,575431.11
Saudi Arabia,Riyadh,225,2,2,272123.1
Saudi Arabia,Riyadh,197,2,4,356753.16
Saudi Arabia,Riyadh,203,3,3,261692.94
Saudi Arabia,Riyadh,123,3,3,195641.8
Saudi Arabia,Riyadh,233,4,1,329529.91
Saudi Arabia,Riyadh,141,4,2,115241.91
Saudi Arabia,Riyadh,177,1,4,288729.03
Saudi Arabia,Riyadh,154,1,4,136358.65
Saudi Arabia,Riyadh,172,3,1,294994.74
Saudi Arabia,Riyadh,271,1,3,336917.63
Saudi Arabia,Riyadh,242,4,4,620125.16
Saudi Arabia,Riyadh,109,2,4,1183258.83
Saudi Arabia,Riyadh,89,4,3,97579.32
Saudi Arabia,Riyadh,272,1,3,268185.61
Saudi Arabia,Riyadh,260,1,1,958824.18
Saudi Arabia,Riyadh,102,2,2,488667.44
Saudi Arabia,Riyadh,226,2,3,688806.48
Saudi Arabia,Riyadh,284,2,4,395188.84
Saudi Arabia,Riyadh,280,1,4,1298788.64
Saudi Arabia,Riyadh,251,4,1,837412.16
Saudi Arabia,Riyadh,213,1,1,1031949.32
Saudi Arabia,Riyadh,270,4,3,920953.39
Saudi Arabia,Riyadh,259,4,1,322679.52
Saudi Arabia,Riyadh,147,3,4,272277.47
Saudi Arabia,Riyadh,147,4,2,597318.69
Saudi Arabia,Riyadh,230,3,2,2126843.32
Saudi Arabia,Riyadh,281,1,2,313828.8
Saudi Arabia,Riyadh,123,3,2,176028.77
Saudi Arabia,Riyadh,270,1,3,267719.24
Saudi Arabia,Riyadh,141,3,2,477768.93
Saudi Arabia,Riyadh,207,1,1,797578.71
Saudi Arabia,Riyadh,184,1,3,254642.11
Saudi Arabia,Riyadh,276,4,1,561953.97
Saudi Arabia,Riyadh,255,2,3,2383125.06
Saudi Arabia,Riyadh,225,2,2,438349.71
Saudi Arabia,Riyadh,103,4,2,115541.15
Saudi Arabia,Riyadh,148,3,1,441646.27
Saudi Arabia,Riyadh,281,3,3,479106.01
Saudi Arabia,Riyadh,127,4,3,455679.35
Saudi Arabia,Riyadh,153,4,3,469091.75
Saudi Arabia,Riyadh,279,1,1,382534.86
Saudi Arabia,Riyadh,212,1,4,680758.59
Saudi Arabia,Riyadh,278,2,3,1029826.03
Saudi Arabia,Riyadh,276,4,4,423985.76
Saudi Arabia,Riyadh,150,4,3,1428384.1
Saudi Arabia,Riyadh,119,4,2,564338.16
Saudi Arabia,Riyadh,282,4,2,408340.56
Saudi Arabia,Riyadh,93,1,3,1008883.9
Saudi Arabia,Riyadh,117,1,4,414616.49
Saudi Arabia,Riyadh,122,2,3,118285.15
Saudi Arabia,Riyadh,212,2,2,759481.36
Saudi Arabia,Riyadh,146,3,3,431701.66
Saudi Arabia,Riyadh,151,1,4,205448.61
Saudi Arabia,Riyadh,167,2,3,634676.45
Saudi Arabia,Riyadh,221,4,1,733788.86
Saudi Arabia,Riyadh,156,3,2,588956.45
Saudi Arabia,Riyadh,248,3,3,851828.12
Saudi Arabia,Riyadh,282,4,2,3065454.11
Saudi Arabia,Riyadh,201,4,4,2205711.2
Saudi Arabia,Riyadh,137,2,3,149145.44
Saudi Arabia,Riyadh,170,3,2,1236388.28
Saudi Arabia,Riyadh,124,2,4,359874.41
Saudi Arabia,Riyadh,126,1,4,163575.04
Saudi Arabia,Riyadh,144,2,4,481891.22
Saudi Arabia,Riyadh,264,3,4,278594.71
Saudi Arabia,Riyadh,154,1,2,165179.19
Saudi Arabia,Riyadh,191,4,1,445164.83
Saudi Arabia,Riyadh,232,4,3,802391.45
Saudi Arabia,Riyadh,155,4,1,1695785.12
Saudi Arabia,Riyadh,283,3,1,395960.29
Saudi Arabia,Riyadh,245,4,1,2098690.63
Saudi Arabia,Riyadh,128,4,2,1529698.45
Saudi Arabia,Riyadh,201,3,3,245927.49
Saudi Arabia,Riyadh,173,1,3,390618.98
Saudi Arabia,Riyadh,158,4,3,327499.56
Saudi Arabia,Riyadh,182,2,1,483946.35
Saudi Arabia,Riyadh,165,1,1,616438.28
Saudi Arabia,Riyadh,176,3,4,203484.65
